R,P,S,M,Size,Well Mixed,Random
90,73,30,63,16,true,true
84,68,40,64,16,true,true
47,81,53,75,16,true,true
50,75,85,46,16,true,true
100,49,103,4,16,true,true
75,105,68,8,16,true,true
92,37,127,0,16,true,true
133,79,44,0,16,true,true
54,181,21,0,16,true,true
18,172,66,0,16,true,true
9,195,52,0,16,true,true
48,63,145,0,16,true,true
103,37,116,0,16,true,true
137,75,44,0,16,true,true
24,203,29,0,16,true,true
44,198,14,0,16,true,true
49,202,5,0,16,true,true
252,0,4,0,16,true,true
256,0,0,0,16,true,true
